gun,S,pay,pnl,cm,taker
08-18,1787048100,754.790968,123.87463413000006,0.6805660053179651,400.0
08-18,1787048400,200.0,14.0,,0.0
08-18,1787048700,10.99,-8.3524,,0.0
08-18,1787049000,72.83,33.501799999999996,,0.0
08-18,1787049300,599.9917379999999,183.99809973999993,,0.0
08-18,1787049600,90.735,31.4448,,0.0
08-18,1787049900,342.87,-105.8269,1.393913043478261,0.0
08-18,1787050200,478.451289,-106.29912020999998,1.1102589790713684,198.49
08-18,1787050500,402.119065,-4.6085846700000275,1.0277540756484305,4.57
08-18,1787050800,38.28,-7.1544,,0.0
08-18,1787051400,200.0,40.0,,0.0
08-18,1787051700,622.828844,75.17154234,0.7586374590468621,0.0
08-18,1787052000,92.21564,-8.900561999999997,,0.0
08-18,1787052300,725.8710120000001,391.1185855000001,,0.0
08-18,1787052600,492.48696299999995,41.35981505999999,0.9393718515738576,200.0
08-18,1787052900,300.0,76.0,,0.0
08-18,1787053200,669.777124,11.672459720000006,0.7587196925813373,199.99999999999997
08-18,1787053500,335.779909,-47.4013128,,0.0
08-18,1787053800,172.81214099999997,86.03663803999999,0.6895304200919754,0.0
08-18,1787054100,599.853032,90.45530903999997,0.8050673467948568,0.0
08-18,1787054400,599.9869550000001,51.85662965,0.81537538333395,276.88
08-18,1787055300,1073.758366,-104.39656997999992,1.0981825524854993,307.06
08-18,1787055600,273.642445,-17.658321540000003,1.1213555469219663,71.85
08-18,1787056200,130.25,-48.192499999999995,,0.0
08-18,1787056500,70.4,-9.642959999999995,1.27,35.2
08-18,1787056800,264.987804,-94.46286627000002,1.3575638738394384,0.0
08-18,1787057100,303.17,121.10950000000003,,0.0
08-18,1787058000,300.0,24.0,,0.0
08-18,1787058300,595.8806410000001,-26.92728127999999,1.2275007832602056,223.74
08-18,1787058600,283.221815,-109.65372064,,0.0
08-18,1787059200,99.992902,-37.99730276,,0.0
08-18,1787059500,799.980391,-80.39924158999997,1.1874940920437616,399.99
08-18,1787059800,950.978839,225.49933203999996,0.6553352858973929,300.0
08-18,1787060100,1710.439862,-358.30889166,,0.0
08-18,1787060400,1089.289896,-45.214420560000235,1.1275383595106612,600.0
08-18,1787060700,4818.161595,193.16669559999946,1.1845355499475745,1694.6999999999998
08-18,1787061000,261.6,-28.776000000000003,,0.0
08-18,1787061600,644.72,167.75760000000002,,0.0
08-18,1787061900,48.695612999999994,-12.41361359,1.2699999999999998,0.0
08-18,1787062200,731.8587,219.46619652645393,,300.0
08-18,1787062500,241.50748599999997,94.58499744999997,,0.0
08-18,1787062800,1338.984799,364.42589838000004,,0.0
08-18,1787063100,852.04895,23.231098920000022,1.0811922884374656,0.0
08-18,1787063400,729.24,-137.07899999999995,1.3759503044265262,0.0
08-18,1787063700,415.40350299999994,242.4799967099999,,0.0
08-18,1787064000,374.015353,-41.26341519000002,0.9966949316052642,26.67
08-18,1787064300,1011.850685,17.03299865000008,1.05393885793173,0.0
08-18,1787064600,363.100305,-261.46270669,,0.0
08-18,1787064900,390.98945000000003,16.179643999999996,1.0226333613129177,0.0
08-18,1787065500,461.85243199999996,-98.13343775999999,,0.0
08-18,1787067300,339.640108,72.60805628999998,0.5724059535028199,0.0
08-18,1787067600,454.0,27.060000000000002,0.8807929515418502,0.0
08-18,1787068200,380.94,-49.09139999999999,,0.0
08-18,1787068500,369.110587,-217.47378742000004,,0.0
08-18,1787070000,423.654811,-318.33981227,,0.0
08-18,1787070300,400.41333199999997,-29.814000600000014,1.1500824959090048,0.0
08-18,1787070600,683.9433570000001,-119.29796299000003,1.1673264633167917,165.72
08-18,1787070900,245.06956399999999,18.148199439999985,0.8836652760334016,0.0
08-18,1787071200,247.907008,-135.53242383999998,0.8888091068301226,6.52
08-18,1787071500,534.961101,28.41330238000006,1.0183964009274602,200.0
08-18,1787071800,240.229994,31.681917299999995,0.7289790034478613,99.97
08-18,1787072100,1048.9513849999998,-195.26645566000013,1.1534456707678682,66.65
08-18,1787072400,243.56,38.337199999999996,1.2329461628640994,0.0
08-18,1787072700,379.866574,-114.68277498,,0.0
08-18,1787073000,389.04892199999995,152.95259499999997,,0.0
08-18,1787073600,196.816661,41.70799932,,0.0
08-18,1787073900,645.644896,-32.60559555999998,1.088302223798006,234.76999999999998
08-18,1787074200,203.683413,-26.796864649999975,1.2537555665438957,0.0
08-18,1787074500,400.0,-10.0,1.05,0.0
08-18,1787074800,227.410625,111.14146000000002,,199.99999999999997
08-18,1787075100,201.15,80.4945,,0.0
08-18,1787075400,193.790381,-42.633883819999994,,0.0
08-18,1787076000,694.798837,200.34407702000004,,51.900000000000006
08-18,1787076300,478.80666299999996,162.90679867999995,,0.0
08-18,1787076600,68.644614,26.771399460000005,,0.0
08-18,1787076900,167.448708,64.21029148,1.1319910123194847,0.0
08-18,1787077200,229.99166499999998,53.09799959999998,,0.0
08-18,1787077500,329.494281,62.462674169999985,1.2831927540926749,250.0
08-18,1787077800,422.53155100000004,136.66279887000002,,0.0
08-18,1787078100,639.351281,235.588658016,0.6275125448028673,158.0
08-18,1787078700,177.243332,15.951899879999985,,0.0
08-18,1787079000,28.798288,-13.654491839999999,,0.0
08-18,1787079300,412.610524,8.597232689999998,0.9507026344706866,114.07
08-18,1787079600,1084.242993,160.66345526999993,0.6998785141548036,314.57000000000005
08-18,1787079900,121.0,29.599999999999994,1.02,0.0
08-18,1787080200,200.0,58.0,,0.0
08-18,1787080500,896.101233,132.97539700999994,0.9158029771989286,0.0
08-18,1787080800,617.989997,166.85739922000005,,0.0
08-18,1787081400,567.861477,50.43969879000008,0.9815264299338414,0.0
08-18,1787082000,200.0,54.0,,0.0
08-18,1787082300,456.495713,-296.93391354000005,,0.0
08-18,1787082600,319.05,94.16650000000001,,0.0
08-18,1787082900,279.383826,91.31039822,,0.0
08-18,1787083200,371.391107,-14.21999396000004,1.0457871864330885,22.64
08-18,1787083500,200.0,-142.0,,0.0
08-18,1787083800,236.82211999999998,170.30259919999997,,0.0
08-18,1787084100,400.0,141.29114000000004,,200.0
08-18,1787084400,749.7453650000002,-45.37135533999998,0.8800737022570859,0.0
08-18,1787084700,200.0,-127.40585,,200.0
08-18,1787085000,65.76,-16.7688,1.5099999999999998,0.0
08-18,1787085300,431.54697799999997,69.09049834000001,0.7475273296504145,0.0
08-18,1787085900,357.11874600000004,-35.50698432,,0.0
08-18,1787086200,1188.715104,-234.72644699999995,1.123227445897064,398.61
08-18,1787086500,198.4,-117.55199999999999,,0.0
08-18,1787086800,223.64,15.319220000000001,1.2835436893203882,11.34
08-18,1787087100,447.60513900000007,147.0612958700001,,0.0
08-18,1787087400,54.0,13.5,,0.0
08-18,1787088000,453.138519,138.53689770999995,,0.0
08-18,1787088300,195.34225600000002,15.745239040000001,0.85,0.0
08-18,1787088600,80.879992,-45.292795520000006,,0.0
08-18,1787089200,768.677942,173.29402205999992,0.7372882250802114,398.69
08-18,1787089500,378.72,-36.245600000000024,1.1914110688635404,0.0
08-18,1787089800,322.97193999999996,-32.38848669,,0.0
08-18,1787090100,56.25,9.0,,0.0
08-18,1787090400,333.28,62.78950999999998,0.8262049905243211,150.2
08-18,1787090700,283.32,14.499600000000015,1.1551783497475792,0.0
08-18,1787091000,561.451222,80.90063527999996,0.9023506039933599,0.0
08-18,1787091300,1169.329678,-10.023109630000022,1.0700466914691948,0.0
08-18,1787091600,255.15,72.8905,,0.0
08-18,1787091900,268.82,94.28079999999997,,0.0
08-18,1787092200,398.709442,37.79219912000002,0.8859210711318848,0.0
08-18,1787092500,501.168611,38.86439789000002,1.166598204322688,0.0
08-18,1787092800,607.22,-179.4224,1.4146515780330084,0.0
08-18,1787093100,399.99169400000005,55.228501249999994,0.7238663756205795,0.0
08-18,1787093400,200.0,-10.0,,0.0
08-18,1787094000,200.0,82.0,,0.0
08-18,1787094300,269.03076999999996,-109.409677,,0.0
08-18,1787094900,765.232477,89.95319411000003,0.714805628758314,169.9
08-18,1787095200,235.57,47.17877999999999,,197.47000000000003
08-18,1787095500,856.9507410000001,205.28780659000012,0.7684681526787385,207.55
08-18,1787095800,670.9829450000001,255.46347724999998,1.1162783764737125,254.49
08-18,1787096100,1108.477666,417.70599885,,0.0
08-18,1787096400,781.9819219999999,298.27203944,1.0188106854192807,477.41
08-18,1787096700,627.952853,-107.07141115999994,1.0515510169981543,200.0
08-18,1787097000,207.556799,-112.90681588000001,,0.0
08-18,1787097300,777.530374,201.77509821,,0.0
08-19,1787097600,599.0890890000001,-275.05017021000003,1.4223269589842333,229.49
08-19,1787097900,213.902606,5.180393380000012,0.9515473292908823,0.0
08-19,1787098200,377.63888299999996,107.94999787999996,,0.0
08-19,1787098500,426.696427,63.138729780000006,,200.0
08-19,1787098800,145.857141,15.419999740000009,,0.0
08-19,1787099100,294.571424,51.55999935999998,,0.0
08-19,1787099400,637.258834,20.435468859999958,1.1869020857792436,134.14
08-19,1787099700,400.0,-19.70888000000005,1.0912045,85.0
08-19,1787100300,1154.55268,-147.36715560000005,1.2869553763461856,0.0
08-19,1787100600,234.87926800000002,56.99459964000005,,0.0
08-19,1787100900,12.43,1.8644999999999996,,0.0
08-19,1787101200,459.89952100000005,98.18959815,,0.0
08-19,1787101500,178.86,35.23025000000001,,178.86
08-19,1787101800,504.18,-51.17579999999995,1.199014637629418,59.74
08-19,1787102100,414.99239000000006,126.90859932000006,,0.0
08-19,1787102400,562.155493,-385.47569362999997,1.3626889055552616,0.0
08-19,1787102700,663.540694,-43.28476530000006,1.5656774387780332,65.03999999999999
08-19,1787103000,287.30332699999997,98.38199619999997,,0.0
08-19,1787103300,292.367892,54.91019896,,0.0
08-19,1787103600,511.684745,-82.82922079999992,1.317669078533777,124.48
08-19,1787103900,41.421211,13.668999630000002,,0.0
08-19,1787104500,257.219511,-136.32000048999998,1.2132478632478634,0.0
08-19,1787104800,68.46000000000001,6.810600000000004,0.8010341805433829,0.0
08-19,1787105100,197.0,60.84,,0.0
08-19,1787105400,693.4675540000001,11.189762060000021,1.2332417532696356,101.24000000000001
08-19,1787105700,256.148945,-56.0257468,,0.0
08-19,1787106000,49.521903,-13.669533739999999,1.5500000000000003,24.759999999999998
08-19,1787106300,172.661369,127.51919104000001,,0.0
08-19,1787106600,406.28999999999996,-126.0256,1.6081705366232004,0.0
08-19,1787107200,378.482306,-70.98830687999998,1.1071345547908886,0.0
08-19,1787107500,833.5588240000001,-61.53465030999996,1.0214126565862445,407.28
08-19,1787107800,302.06391199999996,107.01919951999997,,0.0
08-19,1787108100,363.80871599999995,-47.56742276,1.2590179318190633,0.0
08-19,1787108400,802.466001,-196.66858589000003,1.2777586108473482,0.0
08-19,1787109000,794.753222,-295.04002348,1.639524813794564,0.0
08-19,1787109300,393.728901,119.55519891,,0.0
08-19,1787109600,400.0,-292.7594,,200.0
08-19,1787110200,2564.158578,259.92229909000025,1.1406486279069064,1381.55
08-19,1787110500,800.0,409.5042,,600.0
08-19,1787110800,575.02,-123.5084,1.231332195616234,0.0
08-19,1787111100,200.0,-112.00000000000001,,0.0
08-19,1787111400,691.010933,-260.84912053,1.0201859246137057,0.0
08-19,1787111700,380.292156,84.39069871999993,,0.0
08-19,1787112000,251.21137000000002,106.99649887999999,,0.0
08-19,1787114100,210.59759499999998,-16.71468309000001,0.5685521170044583,44.3
08-19,1787114400,584.74261,-33.620780800000006,0.9045822816947748,200.0
08-19,1787118000,718.851276,-168.20143724000002,1.3352345323144377,124.38
08-19,1787118300,580.604406,186.0723157500001,,200.0
08-19,1787118600,434.66512499999993,-22.132916249999994,1.0911178369998815,139.47
08-19,1787118900,421.9878540000001,106.40085022,0.49573459715639817,0.0
08-19,1787119200,260.987664,-180.6913648,,0.0
08-19,1787119500,137.281427,-96.63202744,,0.0
08-19,1787119800,620.296952,234.0754979200001,,0.0
08-19,1787120100,421.30332899999996,44.77386419999999,1.2763818538770177,8.15
08-19,1787120400,556.01,125.79353000000003,,200.0
08-19,1787121000,186.309031,-25.05543138999998,1.0271369067071878,0.0
08-19,1787121300,243.403332,38.41399984,,0.0
08-19,1787121900,598.721343,-42.363613090000115,1.1240386306081351,299.36
08-19,1787122200,210.111665,25.820099700000014,,0.0
08-19,1787122500,0.95,-0.15200000000000002,,0.0
08-19,1787122800,429.105394,117.85839922000002,,0.0
08-19,1787123100,409.37543700000003,102.26398025999993,0.843286435535009,0.0
08-19,1787123400,464.524282,102.72239856000004,,0.0
08-19,1787123700,463.32061899999997,-208.54205951,,0.0
08-19,1787124300,437.57300399999997,139.31819573999996,,0.0
08-19,1787124600,407.18951799999996,-183.35522044,1.0247017709867807,0.0
08-19,1787124900,613.065523,-2.8583170699999982,1.1983006013791648,46.88
08-19,1787125200,1013.58595,-196.22338764,1.1533291935850585,331.0
08-19,1787125500,291.861227,-98.15142945,,0.0
08-19,1787125800,537.19461,-216.50222243999997,,0.0
08-19,1787126100,192.691611,59.73439941000001,,0.0
08-19,1787126400,2055.674644,11.480175149999695,1.079463447723282,730.56
08-19,1787126700,1062.892066,-49.24256686000001,1.0886131298594042,131.45
08-19,1787127000,198.564675,90.38439724999998,,0.0
08-19,1787127300,413.41999999999996,-25.012,1.1792332947629298,0.0
08-19,1787127600,940.736006,319.99739594999994,,0.0
08-19,1787127900,1165.288141,416.01380514000004,1.0377874455035838,200.0
08-19,1787128200,539.070395,198.18133601999995,,199.99999999999997
08-19,1787128500,893.423799,144.09689558000002,0.756270297659577,0.0
08-19,1787128800,829.2900000000001,68.62969999999996,0.9110353452436453,0.0
08-19,1787129100,158.42,24.55509999999999,0.6900000000000001,0.0
08-19,1787129400,652.533032,40.177742999999964,1.0001248117190484,6.02
08-19,1787129700,508.6725,141.45440000000002,,0.0
08-19,1787130000,145.194672,59.037094960000005,,0.0
08-19,1787137500,294.061513,67.88625858,0.5363170781473168,30.83
08-19,1787137800,389.824345,-47.73040935,1.0688182319819286,0.0
08-19,1787138100,400.0,66.0,,0.0
08-19,1787138400,400.53,154.21199999999996,,0.0
08-19,1787138700,232.5,-89.125,1.3199999999999998,0.0
08-19,1787139000,204.88846,45.9064994,,0.0
08-19,1787139300,918.3025250000002,-47.769093329999976,1.1025127207449792,210.57
08-19,1787139600,567.07484,-64.95639800000004,1.2290893460808714,0.0
08-19,1787139900,300.0,45.0,,0.0
08-19,1787140200,1480.322818,-103.38760549600022,0.7964872286344513,800.0
08-19,1787140500,15.388072000000001,0.15202416000000074,0.98,0.0
08-19,1787140800,945.129485,43.04978403999996,1.0988083851799981,0.0
08-19,1787141100,385.2,-268.084,,0.0
08-19,1787141400,298.036661,4.142634070000014,0.9722024360081454,0.0
08-19,1787141700,400.0,94.0,,0.0
08-19,1787142000,196.518725,-7.860749,,0.0
08-19,1787142300,648.234,184.25546999999995,0.5847652788498865,400.0
08-19,1787142600,400.0,-52.0,1.26,0.0
08-19,1787142900,1012.293516,301.84045388999994,,32.29
08-19,1787143500,766.631019,322.50139661000003,,0.0
08-19,1787143800,324.01,-184.96540000000002,,0.0
08-19,1787144100,200.0,20.0,,0.0
08-19,1787144700,211.41,29.801999999999992,,0.0
08-19,1787145000,101.3836,21.559899999999995,0.5747059983903294,0.0
08-19,1787145300,1189.789288,40.02239594000014,0.9271843714834411,220.13
08-19,1787145600,233.244284,35.61099976,,0.0
08-19,1787145900,210.6,181.696,,0.0
08-19,1787146200,1115.234976,141.7832030180001,0.7968792742433934,0.0
08-19,1787146500,462.802053,-213.12384069,1.5539931659953905,0.0
08-19,1787146800,117.46000000000001,1.7302700000000044,1.3852522188518144,21.0
08-19,1787147100,519.8577750000001,171.04159925,,0.0
08-19,1787147400,885.154092,-511.45709408,,0.0
08-19,1787147700,2.272726,0.9999994399999999,,0.0
08-19,1787148000,200.0,50.0,,0.0
08-19,1787148300,200.0,42.0,,0.0
08-19,1787148600,1106.2328619999998,-339.92287136999994,1.1335094866047797,0.0
08-19,1787148900,918.718678,491.8344926,,0.0
08-19,1787149200,192.0,37.44,0.6100000000000001,0.0
08-19,1787149500,206.37246800000003,31.923495760000037,,0.0
08-19,1787149800,121.33,16.986199999999997,,0.0
08-19,1787150100,65.323827,30.702198689999996,,0.0
08-19,1787150400,200.0,60.0,,0.0
08-19,1787151000,8.590625,1.3745000000000003,,0.0
08-19,1787151300,372.241431,39.48539011,0.7838878716194596,107.89
08-19,1787151600,209.57,70.9237,0.9299999999999999,0.0
08-19,1787151900,400.0,72.0,,0.0
08-19,1787152200,148.80099299999998,64.72059698999999,,0.0
08-19,1787152500,619.425001,-190.55540797999998,1.203210126475031,0.0
08-19,1787152800,308.82,58.50280000000001,,0.0
08-19,1787153100,655.554478,186.01449790000004,,0.0
08-19,1787153700,1072.712635,167.92604138999997,0.7889416906817271,30.0
08-19,1787154000,1558.777944,-158.1245051200001,0.7803265403436617,0.0
08-19,1787154300,676.8622250000001,-96.966239309036,,0.0
08-19,1787154600,229.304162,-28.836869819999997,,0.0
08-19,1787154900,553.32934,-80.82529768,1.1113751108606085,0.0
08-19,1787155200,707.2060369999999,-50.14570666999995,0.8575495081084458,178.84
08-19,1787155500,315.519229,40.99639976999998,,0.0
08-19,1787156100,9.379481,-2.06348582,,0.0
08-19,1787156700,375.85,54.483000000000004,0.73,0.0
08-19,1787157000,373.185381,-37.650082880000014,0.9708608187582759,0.0
08-19,1787157900,289.645825,-5.585833,,0.0
08-19,1787158200,211.34,-17.3608,,0.0
08-19,1787158800,735.082189,-87.12811246999999,,0.0
08-19,1787159100,1068.228518,158.36169744,0.5864842987558443,0.0
08-19,1787159400,663.168078,152.25665001,0.48541508350527807,115.56
08-19,1787159700,81.529178,2.797421639999996,0.9278704831581002,36.42
08-19,1787160000,57.511622,24.72999746,,0.0
08-19,1787160300,457.411763,-4.240000290000012,1.0699999999999998,0.0
08-19,1787160600,969.5359189999999,435.01259266999995,0.6789419008263342,0.0
08-19,1787160900,200.0,-24.0,,0.0
08-19,1787161200,204.37359999999998,-39.148608,,0.0
08-19,1787161500,280.30476,29.361569200000005,0.7848487153068955,88.9
08-19,1787161800,171.29049,-20.097310750000002,,0.0
08-19,1787162100,1401.319646,554.6829360099999,0.3926704715785924,0.0
08-19,1787162400,241.16278499999999,-69.6627899,,0.0
08-19,1787162700,314.229125,-66.845825,,0.0
08-19,1787163600,562.0,-32.400000000000006,0.7851933701657459,0.0
08-19,1787163900,65.135788,5.571859719999999,1.1397735366960986,16.33
08-19,1787164200,176.022052,-19.06713656,,0.0
08-19,1787164500,685.6635279999999,402.13362959000006,0.8259470350495355,0.0
08-19,1787164800,81.9,9.009,,0.0
08-19,1787165100,591.862833,188.09522739000005,0.6156404765466188,0.0
08-19,1787165400,26.0,-14.3,,0.0
08-19,1787165700,67.2886,-1.3457720000000002,,0.0
08-19,1787166000,115.72264,36.69437109,0.3659599676169648,0.0
08-19,1787166300,394.93476499999997,5.16593806000003,0.9722542625824202,20.0
08-19,1787166600,635.000671,269.43043589000007,,292.88
08-19,1787167200,19.2,2.2616400000000008,0.75,9.6
08-19,1787167500,401.136244,53.588021079999976,0.7315963279099514,0.0
08-19,1787167800,400.0,132.0,,0.0
08-19,1787168100,136.763159,51.626798730000004,,0.0
08-19,1787168400,200.0,34.0,,0.0
08-19,1787168700,987.5010800000001,-179.61466607,0.9649504701028025,0.0
08-19,1787169300,300.0,63.0,,0.0
08-19,1787169600,667.939547,228.51646533000002,0.9245411907621219,0.0
08-19,1787170200,300.0,165.0,,0.0
08-19,1787171100,223.719205,-106.44117462,1.4459262347628736,0.0
08-19,1787171700,96.684997,-16.440800359999997,1.3399999999999999,0.0
08-19,1787172000,300.0,-6.000000000000005,,0.0
08-19,1787172300,371.361216,31.41379968000001,,0.0
08-19,1787172900,608.481141,116.23605835000001,1.1733955618175416,0.0
08-19,1787173200,502.90822599999996,-182.16293389999998,1.3473446735668577,0.0
08-19,1787173500,1288.1708979999999,131.39259901999992,0.9018549784088057,0.0
08-19,1787173800,900.23,-19.550699999999978,0.9167521972603747,0.0
08-19,1787174100,339.98706400000003,45.386198070000006,1.436932572876466,42.33
08-19,1787174400,893.3333319999999,175.79999976,,0.0
08-19,1787174700,424.032237,-101.27034800999999,,0.0
08-19,1787175000,420.696665,45.8745998,,0.0
08-19,1787175300,565.547776,-145.65444664000006,1.5092138535733328,206.26
08-19,1787175900,944.6789930000001,201.58359480000024,,0.0
08-19,1787176200,1731.070276,829.3242962899999,,0.0
08-19,1787176500,90.0,-11.700000000000003,1.26,0.0
08-19,1787177100,1164.3151409999996,211.76379843999996,0.7612808832768093,300.00000000000006
08-19,1787177700,1232.916336,350.17979829,,0.0
08-19,1787178000,843.834834,296.2813850900001,0.717875707778089,2.0
08-19,1787178300,1482.4325880000001,525.3259988,,0.0
08-19,1787178600,2100.86,516.1791000000001,0.5766666666666667,300.0
08-19,1787178900,300.0,51.0,,0.0
08-19,1787179500,429.3,36.51600000000002,,0.0
08-19,1787179800,561.650637,91.41169855999988,,0.0
08-19,1787180100,70.0,9.799999999999997,,0.0
08-19,1787180400,262.42375300000003,178.05999824000003,,0.0
08-19,1787181300,123.78171900000001,35.34669851000001,,0.0
08-19,1787182800,600.0,-57.00000000000001,,0.0
08-19,1787183100,76.361817,1.932009739999998,0.9400000000000001,38.18
08-20,1787184000,284.54371699999996,98.07949592999995,,0.0
08-20,1787184300,345.19230600000003,176.49999912000004,,0.0
08-20,1787184600,623.5032,-343.36920000000003,1.3654868189382467,0.0
08-20,1787184900,300.0,48.0,,0.0
08-20,1787185200,1331.979074,-590.21020442,0.898301872980994,80.0
08-20,1787185800,51.96818,11.432999599999995,,0.0
08-20,1787186100,1092.8814750000001,478.2357966500001,0.7716225227919942,0.0
08-20,1787186700,600.0,135.0,,0.0
08-20,1787187000,129.84,6.492000000000004,,0.0
08-20,1787187900,59.752684,16.389998920000004,,0.0
08-20,1787188200,171.157893,-106.11789366000001,,0.0
08-20,1787188500,336.42076499999996,-110.14854554999997,1.24,123.03
08-20,1787188800,459.771561,-103.63358769999999,,0.0
08-20,1787189100,249.461,64.51290000000003,,0.0
08-20,1787189400,180.601024,-112.42472464,,0.0
08-20,1787189700,300.0,87.0,,0.0
08-20,1787190000,395.15999999999997,89.9624,,0.0
08-20,1787190300,320.92307500000004,88.93999950000003,,0.0
08-20,1787190600,187.98470600000002,-98.50250796,,0.0
08-20,1787190900,200.0,-13.99999999999999,,0.0
08-20,1787191200,112.888886,50.799998699999996,,0.0
08-20,1787191500,11.25,1.799999999999999,,0.0
08-20,1787191800,545.140908,40.2139998799999,1.2937274015280502,0.0
08-20,1787192100,291.486484,-75.78648584,,0.0
08-20,1787192400,30.998566999999998,2.169899690000001,,0.0
08-20,1787192700,300.0,36.0,,0.0
08-20,1787193000,517.1455,191.71639999999996,,0.0
08-20,1787193900,604.380044,-166.64353940000007,1.2653345576852364,90.0
08-20,1787194200,282.82,-101.86009999999999,,0.0
08-20,1787194500,629.31666,-79.912966,,0.0
08-20,1787194800,91.05856800000001,15.679499520000007,,0.0
08-20,1787195100,394.510636,137.41999892,,0.0
08-20,1787195700,488.91855,-119.21465318000003,1.4552245539489697,0.0
08-20,1787196300,154.016189,28.452249379999998,0.8561223502081117,20.03
08-20,1787196900,350.92683999999997,147.453658,0.55,0.0
08-20,1787197200,600.0,-96.0,,0.0
08-20,1787197500,600.0,-86.74795,1.286659,175.93
08-20,1787199000,476.782607,94.65999960999994,,0.0
08-20,1787199300,595.7618170000001,-150.36021752,1.5047639395861478,0.0
08-20,1787199600,445.642853,-85.08285531999998,,0.0
08-20,1787200500,200.0,-12.0,,0.0
08-20,1787200800,200.30875,64.09879999999998,,0.0
08-20,1787201100,324.77,5.4850999999999885,1.07,0.0
08-20,1787201400,239.62666499999997,22.339599799999945,,0.0
08-20,1787201700,464.94536300000004,-137.80039356,,0.0
08-20,1787202000,792.0130790000001,47.387218210000015,0.7334474235277834,0.0
08-20,1787202300,485.46579,-3.8919014099999742,0.6169287146064213,0.0
08-20,1787202600,1.295079,-0.50508081,,0.0
08-20,1787202900,316.68,-131.16599999999997,1.39,0.0
08-20,1787203200,1240.1688049999998,-5.587797330000058,1.139339649843502,0.0
08-20,1787203500,1354.7902250000002,42.399899000000005,0.9943937880782389,0.0
08-20,1787203800,47.789127,10.99149921,,0.0
08-20,1787204100,394.955869,-147.36329501999998,1.5808956188605803,0.0
08-20,1787204700,300.0,15.0,,0.0
08-20,1787205000,204.621523,51.99479425999999,0.4918010212789033,0.0
08-20,1787205300,1102.666021,52.0604376,0.5592719002116573,13.18
08-20,1787205600,487.921837,-78.03374696,,0.0
08-20,1787206200,824.603203,-192.731524454976,,0.0
08-20,1787206500,950.977869,4.925001860000066,1.0522877513789592,170.98000000000002
08-20,1787206800,456.708822,68.64049974,,0.0
08-20,1787207100,151.835625,-21.766299999999994,1.15,0.0
08-20,1787207700,23.57,3.535499999999999,,0.0
08-20,1787208000,171.05610799999997,24.431649719999996,0.8500000000000001,0.0
08-20,1787208300,481.266297,96.11029972,,0.0
08-20,1787208600,405.793085,-128.72468650000002,,0.0
08-20,1787208900,250.142461,-20.13192291,0.8033934297719345,25.07
08-20,1787209200,200.0,68.00000000000003,,0.0
08-20,1787209500,162.86,24.429000000000002,,0.0
08-20,1787209800,623.972106,-246.06263680000004,,441.06
08-20,1787210400,600.0,312.0,,0.0
08-20,1787211000,455.555553,58.99999976999993,,0.0
08-20,1787211300,548.1891049999999,-158.3593145,,0.0
08-20,1787211600,194.35140800000002,-50.96901280000001,,0.0
08-20,1787212500,704.205356,109.01181001999998,0.42899940137969506,0.0
08-20,1787212800,300.0,120.0,,0.0
08-20,1787213100,155.655427,8.41419989000002,,0.0
08-20,1787213400,299.99514999999997,98.99839949999995,,0.0
08-20,1787213700,1274.301985,144.77378193000004,1.2797411152386728,274.88
08-20,1787214000,32.14,9.320599999999999,,0.0
08-20,1787214300,775.1642360000001,-11.556675539999958,1.2059636986515363,284.98
08-20,1787214600,1869.5483519999998,50.34579882000003,1.2769896737805873,300.0
08-20,1787214900,578.9319,24.99959855000003,1.3847797639872539,138.01999999999998
08-20,1787215500,566.597175,170.09949696000007,,0.0
08-20,1787216100,508.79401700000005,-64.20981102999997,1.3693874715800556,0.0
08-20,1787216400,724.305122,79.72616986999992,1.1836978214093272,300.0
08-20,1787216700,300.0,87.0,,0.0
08-20,1787217000,300.0,54.00000000000003,,0.0
08-20,1787217300,125.664592,-10.707993919999993,1.1999999999999997,0.0
08-20,1787217600,638.13,64.47597000000002,0.813357880105285,300.0
08-20,1787217900,263.78432200000003,-88.06102562000001,1.5480720098570635,0.0
08-20,1787218200,23.809522,-18.80952238,,0.0
08-20,1787219700,82.23249999999999,-4.111625000000004,,0.0
08-20,1787220000,21.3608,-0.6408240000000001,,0.0
08-20,1787220300,237.39337,-40.35687290000001,,0.0
08-20,1787220600,300.0,51.0,,0.0
08-20,1787220900,1123.0,136.29999999999995,,0.0
08-20,1787221200,60.91,-43.2461,,0.0
08-20,1787221500,606.25,58.0,,0.0
08-20,1787221800,320.161903,25.23399962999997,,0.0
08-20,1787222100,224.585,13.475100000000026,,0.0
08-20,1787222400,430.11105999999995,125.82889099999994,0.6074295498015312,0.0
08-20,1787223000,114.59967900000001,4.527836779999994,0.8442778843877758,0.0
08-20,1787224500,682.725464,456.5470879399999,0.45663154256356564,82.65
08-20,1787224800,472.08845699999995,-83.16827236000002,,0.0
08-20,1787225100,343.169768,78.05747323999998,0.564765089426928,0.0
08-20,1787225400,191.96205999999998,-9.598103000000009,,0.0
08-20,1787225700,152.819297,54.88349929000002,,0.0
08-20,1787226300,207.79718100000002,49.22999356999998,0.3711258274291875,0.0
08-20,1787226900,194.08,19.407999999999987,,0.0
08-20,1787227500,300.0,18.0,,0.0
08-20,1787228100,56.263868,-21.38026984,,0.0
08-20,1787228400,163.473504,-37.59890591999999,,0.0
